transaction_id,transactional_date,product_id,customer_id,payment,credit_card,loyalty_card,cost,quantity,price,
4411,5/1/2022 1:02,P0305,6,,30271790522719,F,8.74,3,9.99
4412,5/1/2022 4:00,P0242,7,visa,4041591026711540,F,1.60,2,1.79
4413,5/1/2022 5:49,P0529,2,mastercard,5048373491517664,F,17.59,2,18.79
4414,5/1/2022 6:58,P0336,7,mastercard,5048377130633352,T,8.17,4,8.89
4415,5/1/2022 8:47,P0399,6,visa,4041595611872,F,9.83,2,11.29
4416,5/1/2022 12:06,P0097,4,visa,4041591008610,F,9.91,4,11.29
4417,5/1/2022 19:42,P0644,7,mastercard,5048374238650248,T,11.48,2,12.59
4418,5/1/2022 20:33,P0370,4,americanexpress,374288720448306,T,19.51,6,21.29
4419,5/1/2022 20:43,P0360,4,mastercard,5108750048483168,F,5.54,4,6.59
4420,5/1/2022 21:34,P0607,6,americanexpress,374283699598462,F,3.38,2,4.59
4421,5/2/2022 1:11,P0292,5,mastercard,5048379773519880,F,10.49,2,11.49
4422,5/2/2022 2:03,P0654,5,visa,4041596609008,F,8.85,1,10.19
4423,5/2/2022 2:05,P0550,7,mastercard,5108750457293975,F,15.35,2,17.09
4424,5/2/2022 3:08,P0234,5,americanexpress,374283195967310,F,3.13,3,4.29
4425,5/2/2022 3:55,P0192,6,visa,4041597948280,F,6.58,1,7.89
4426,5/2/2022 4:43,P0316,6,americanexpress,374283789386133,T,1.81,1,2.19
4427,5/2/2022 4:54,P0442,6,visa,4041598362994,F,14.89,1,16.39
4428,5/2/2022 8:39,P0610,5,visa,4041599784216123,F,5.58,1,6.6
4429,5/2/2022 14:22,P0129,8,americanexpress,374283772435921,F,8.54,4,9.59
4430,5/2/2022 14:35,P0478,8,americanexpress,374283589212471,T,18.67,3,20.59
4431,5/2/2022 14:57,P0325,5,americanexpress,374288960853108,F,5.35,2,6.29
4432,5/2/2022 16:38,P0044,2,mastercard,5048379763660330,F,12.64,2,14.29
4433,5/2/2022 22:01,P0372,8,visa,4041590368489848,F,5.75,1,6.89
4434,5/2/2022 22:15,P0722,6,visa,4041590954858257,F,14.59,4,15.79
4435,5/2/2022 22:35,P0429,5,mastercard,5048376841934158,T,0.78,3,1.59
4436,5/3/2022 1:38,P0551,6,americanexpress,374283355287871,F,3.29,6,4.49
4437,5/3/2022 2:53,P0382,5,visa,4041591446919,F,14.22,2,15.09
4438,5/3/2022 3:30,P0146,7,mastercard,5108754062783073,F,14.53,1,15.69
4439,5/3/2022 4:46,P0333,6,visa,4041595050246,F,16.61,2,18.09
4440,5/3/2022 4:51,P0537,3,visa,4041594691284587,F,8.62,3,9.79
4441,5/3/2022 10:37,P0066,7,visa,4041593485881,F,9.89,2,11.29
4442,5/3/2022 11:07,P0344,4,mastercard,5048372948984931,T,9.86,3,11.29
4443,5/3/2022 14:43,P0255,7,visa,4041591403548887,F,18.85,1,20.79
4444,5/3/2022 15:53,P0272,4,visa,4041596413989,F,5.35,3,6.29
4445,5/3/2022 18:09,P0180,7,americanexpress,374288919910694,F,19.25,1,21.19
4446,5/3/2022 18:31,P0524,10,visa,4041592104970,F,10.66,2,11.59
4447,5/3/2022 19:51,P0690,7,visa,4041597439687276,F,11.93,3,13.39
4448,5/3/2022 21:31,P0668,3,americanexpress,374283719710394,F,0.46,4,1.39
4449,5/3/2022 22:46,P0453,7,visa,4041594013905174,F,12.82,2,14.49
4450,5/3/2022 23:20,P0198,9,mastercard,5048375389506501,F,17.00,2,18.19
